"Id","Date Created","Shot > Sequence","Shot > Description","Motion description","Project",
"133347","2025/03/25 17:15:56","2025-03-21","Walking into bank (masked/unmasked), Approaching teller, Showing weapon, Demanding money (verbally/with note), Threatening hostages, Controlling the crowd, Stuffing money into bag, Accessing vault, Responding to resistance, Leaving bank","Robber walks forward pointing a gun with the right hand at someone and turns around to observe. Making steps in different directions to scan the environment.","crs",
"133341","2025/03/25 17:03:40","2025-03-21","Spotting money, Looking around for owner, Picking up money, Debating keeping it, Feeling guilty, Deciding to keep/return it.","find money, find money on the ground, squats, takes the money, expresses joy","crs",
"133340","2025/03/25 17:03:19","2025-03-21","Interacting with Citizen; Giving directions; Asking for identification; Issuing a warning/ticket; Making an arrest (simulated); Calming down a dispute; Providing assistance; Responding to a call (on radio); Policeman and criminal interaction(Chasing).; ; ; ; ; ; ; ; ; ;","Policeman trying to stop someone on the street, starts walking slowly toward them, then begins to run after them","crs",
"133338","2025/03/25 17:02:55","2025-03-21","Spotting money, Looking around for owner, Picking up money, Debating keeping it, Feeling guilty, Deciding to keep/return it.","find money, sees money on the ground, squats, picks up the money, looks around","crs",
"133337","2025/03/25 17:02:28","2025-03-21","Interacting with Citizen; Giving directions; Asking for identification; Issuing a warning/ticket; Making an arrest (simulated); Calming down a dispute; Providing assistance; Responding to a call (on radio); Policeman and criminal interaction(Chasing).; ; ; ; ; ; ; ; ; ;","Policeman walking, noticing someone suspicions, looks to the left","crs",
"133336","2025/03/25 17:01:43","2025-03-21","Interacting with Citizen; Giving directions; Asking for identification; Issuing a warning/ticket; Making an arrest (simulated); Calming down a dispute; Providing assistance; Responding to a call (on radio); Policeman and criminal interaction(Chasing).; ; ; ; ; ; ; ; ; ;","Policeman saluting someone at the street with their right hand","crs",
"133335","2025/03/25 17:01:14","2025-03-21","Interacting with Citizen; Giving directions; Asking for identification; Issuing a warning/ticket; Making an arrest (simulated); Calming down a dispute; Providing assistance; Responding to a call (on radio); Policeman and criminal interaction(Chasing).; ; ; ; ; ; ; ; ; ;","Policeman patrolling walking around in circles, looks to the left and notices someone suspicious","crs",
"133332","2025/03/25 16:59:52","2025-03-21","Interacting with Citizen; Giving directions; Asking for identification; Issuing a warning/ticket; Making an arrest (simulated); Calming down a dispute; Providing assistance; Responding to a call (on radio); Policeman and criminal interaction(Chasing).; ; ; ; ; ; ; ; ; ;","Policeman shrugging and nodding head","crs",
"133329","2025/03/25 16:58:43","2025-03-21","Interacting with Citizen; Giving directions; Asking for identification; Issuing a warning/ticket; Making an arrest (simulated); Calming down a dispute; Providing assistance; Responding to a call (on radio); Policeman and criminal interaction(Chasing).; ; ; ; ; ; ; ; ; ;","Policeman stopping someone in the street, walks to them with a strong slow pace with hands on the belt","crs",
"133327","2025/03/25 16:56:39","2025-03-21","Interacting with Citizen; Giving directions; Asking for identification; Issuing a warning/ticket; Making an arrest (simulated); Calming down a dispute; Providing assistance; Responding to a call (on radio); Policeman and criminal interaction(Chasing).; ; ; ; ; ; ; ; ; ;","Policeman talking to someone asking for papers and then chasing after them","crs",
"133326","2025/03/25 16:55:41","2025-03-21","Interacting with Citizen; Giving directions; Asking for identification; Issuing a warning/ticket; Making an arrest (simulated); Calming down a dispute; Providing assistance; Responding to a call (on radio); Policeman and criminal interaction(Chasing).; ; ; ; ; ; ; ; ; ;","Policeman saluting and stopping someone in the street, walks to them with hands handing casually by the body","crs",
"133325","2025/03/25 16:53:22","2025-03-21","Interacting with Citizen; Giving directions; Asking for identification; Issuing a warning/ticket; Making an arrest (simulated); Calming down a dispute; Providing assistance; Responding to a call (on radio); Policeman and criminal interaction(Chasing).; ; ; ; ; ; ; ; ; ;","Policeman getting distracted for a moment and then running pursuing someone","crs",
"133322","2025/03/25 16:52:36","2025-03-21","Interacting with Citizen; Giving directions; Asking for identification; Issuing a warning/ticket; Making an arrest (simulated); Calming down a dispute; Providing assistance; Responding to a call (on radio); Policeman and criminal interaction(Chasing).; ; ; ; ; ; ; ; ; ;","Policeman standing still talking with someone","crs",
"133321","2025/03/25 16:51:20","2025-03-21","Interacting with Citizen; Giving directions; Asking for identification; Issuing a warning/ticket; Making an arrest (simulated); Calming down a dispute; Providing assistance; Responding to a call (on radio); Policeman and criminal interaction(Chasing).; ; ; ; ; ; ; ; ; ;","Policeman patrolling stopping someone in the street, gesturing towards them with their left hand","crs",
"133320","2025/03/25 16:50:10","2025-03-21","Interacting with Citizen; Giving directions; Asking for identification; Issuing a warning/ticket; Making an arrest (simulated); Calming down a dispute; Providing assistance; Responding to a call (on radio); Policeman and criminal interaction(Chasing).; ; ; ; ; ; ; ; ; ;","Policeman walking around patrolling in circles, stops and turns around, noticing something","crs",
"133313","2025/03/25 16:42:08","2025-03-21","Hostage in a bank robbery, Showing fear/shock, Complying with demands, raising arms in the air, pleading for life","The hostage lies down on one side on the ground obeying attackers orders.","crs",
"133310","2025/03/25 16:39:10","2025-03-21","Hostage in a bank robbery, Showing fear/shock, Complying with demands, raising arms in the air, pleading for life","Hostage turns after hearing the attacker coming closer to them. Instinctively puts arms up above their head and makes few steps away from the attacker.","crs",
"133304","2025/03/25 16:34:54","2025-03-21","Hostage in a bank robbery, Showing fear/shock, Complying with demands, raising arms in the air, pleading for life","Hostage sits on the ground on one knee, while the attacker is trying to talk to them and threatens them. Hostage is hiding face and looking down.","crs",
"133303","2025/03/25 16:33:39","2025-03-21","Hostage in a bank robbery, Showing fear/shock, Complying with demands, raising arms in the air, pleading for life","Hostage turns around after hearing gunshots and immediately puts hands above the head up in the air. Making few steps sideways to stay at a safe distance from the danger. Scared hostage sits down on the ground on one knee with arms still up in the air.","crs",
"133282","2025/03/25 15:03:20","2025-03-21","Interacting with Citizen; Giving directions; Asking for identification; Issuing a warning/ticket; Making an arrest (simulated); Calming down a dispute; Providing assistance; Responding to a call (on radio); Policeman and criminal interaction(Chasing).; ; ; ; ; ; ; ; ; ;","Policeman talking with a pedestrian, intimidating, hitting hand on someone's chest","crs",
"133281","2025/03/25 15:02:20","2025-03-21","Interacting with Citizen; Giving directions; Asking for identification; Issuing a warning/ticket; Making an arrest (simulated); Calming down a dispute; Providing assistance; Responding to a call (on radio); Policeman and criminal interaction(Chasing).; ; ; ; ; ; ; ; ; ;","Policeman asks a civilian to come with them, grabs civilian and they walk together","crs",
"133280","2025/03/25 15:01:27","2025-03-21","Interacting with Citizen; Giving directions; Asking for identification; Issuing a warning/ticket; Making an arrest (simulated); Calming down a dispute; Providing assistance; Responding to a call (on radio); Policeman and criminal interaction(Chasing).; ; ; ; ; ; ; ; ; ;","Policeman discussing arguing with a pedestrian","crs",
